Date,HomeTeam,AwayTeam,Result,FTHG,FTAG,League
2000-07-28,Marseille,Troyes,0,3.0,1.0,France_Ligue1
2000-07-28,Paris SG,Strasbourg,0,3.0,1.0,France_Ligue1
2000-07-29,Auxerre,Sedan,2,0.0,1.0,France_Ligue1
2000-07-29,Bordeaux,Metz,1,1.0,1.0,France_Ligue1
2000-07-29,Guingamp,St Etienne,1,2.0,2.0,France_Ligue1
2000-07-29,Lille,Monaco,1,1.0,1.0,France_Ligue1
2000-07-29,Lyon,Rennes,1,2.0,2.0,France_Ligue1
2000-07-29,Nantes,Lens,2,0.0,2.0,France_Ligue1
2000-07-29,Toulouse,Bastia,2,0.0,1.0,France_Ligue1
2000-08-03,Sedan,Lyon,1,1.0,1.0,France_Ligue1
2000-08-04,Monaco,Nantes,2,2.0,5.0,France_Ligue1
2000-08-04,St Etienne,Marseille,0,3.0,0.0,France_Ligue1
2000-08-05,Troyes,Toulouse,1,1.0,1.0,France_Ligue1
2000-08-05,Rennes,Paris SG,1,1.0,1.0,France_Ligue1
2000-08-05,Strasbourg,Lille,2,0.0,4.0,France_Ligue1
2000-08-05,Lens,Guingamp,0,3.0,2.0,France_Ligue1
2000-08-05,Bastia,Bordeaux,0,2.0,0.0,France_Ligue1
2000-08-05,Metz,Auxerre,2,1.0,2.0,France_Ligue1
2000-08-11,Dortmund,Hansa Rostock,0,1.0,0.0,Germany_Bundesliga
2000-08-12,Auxerre,Bastia,0,1.0,0.0,France_Ligue1
2000-08-12,Bordeaux,Troyes,1,2.0,2.0,France_Ligue1
2000-08-12,Guingamp,Nantes,2,0.0,1.0,France_Ligue1
2000-08-12,Lille,Rennes,0,1.0,0.0,France_Ligue1
2000-08-12,Lyon,Metz,1,0.0,0.0,France_Ligue1
2000-08-12,Strasbourg,Monaco,2,1.0,3.0,France_Ligue1
2000-08-12,Toulouse,St Etienne,1,1.0,1.0,France_Ligue1
2000-08-12,Bayern Munich,Hertha,0,4.0,1.0,Germany_Bundesliga
2000-08-12,Freiburg,Stuttgart,0,4.0,0.0,Germany_Bundesliga
2000-08-12,Hamburg,Munich 1860,1,2.0,2.0,Germany_Bundesliga
2000-08-12,Kaiserslautern,Bochum,2,0.0,1.0,Germany_Bundesliga
2000-08-12,Werder Bremen,Cottbus,0,3.0,1.0,Germany_Bundesliga
2000-08-12,Leverkusen,Wolfsburg,0,2.0,0.0,Germany_Bundesliga
2000-08-13,Ein Frankfurt,Unterhaching,0,3.0,0.0,Germany_Bundesliga
2000-08-13,Paris SG,Sedan,0,2.0,1.0,France_Ligue1
2000-08-13,Schalke 04,FC Koln,0,2.0,1.0,Germany_Bundesliga
2000-08-13,Marseille,Lens,1,0.0,0.0,France_Ligue1
2000-08-18,Cottbus,Dortmund,2,1.0,4.0,Germany_Bundesliga
2000-08-18,Bastia,Lyon,0,2.0,0.0,France_Ligue1
2000-08-19,Hertha,Hamburg,0,4.0,0.0,Germany_Bundesliga
2000-08-19,Bochum,Bayern Munich,2,0.0,3.0,Germany_Bundesliga
2000-08-19,Munich 1860,Werder Bremen,0,2.0,1.0,Germany_Bundesliga
2000-08-19,Unterhaching,Freiburg,1,1.0,1.0,Germany_Bundesliga
2000-08-19,Wolfsburg,Kaiserslautern,0,4.0,0.0,Germany_Bundesliga
2000-08-19,St Etienne,Bordeaux,0,1.0,0.0,France_Ligue1
2000-08-19,Sedan,Lille,0,1.0,0.0,France_Ligue1
2000-08-19,Rennes,Strasbourg,0,3.0,0.0,France_Ligue1
2000-08-19,Nantes,Marseille,0,3.0,2.0,France_Ligue1
2000-08-19,Metz,Paris SG,0,1.0,0.0,France_Ligue1
2000-08-19,Lens,Toulouse,0,2.0,1.0,France_Ligue1
2000-08-19,Stuttgart,Leverkusen,0,4.0,1.0,Germany_Bundesliga
2000-08-19,Charlton,Man City,0,4.0,0.0,England_PL
2000-08-19,Troyes,Auxerre,0,1.0,0.0,France_Ligue1
2000-08-19,Liverpool,Bradford,0,1.0,0.0,England_PL
2000-08-19,Sunderland,Arsenal,0,1.0,0.0,England_PL
2000-08-19,Derby,Southampton,1,2.0,2.0,England_PL
2000-08-19,Leeds,Everton,0,2.0,0.0,England_PL
2000-08-19,Coventry,Middlesbrough,2,1.0,3.0,England_PL
2000-08-19,Chelsea,West Ham,0,4.0,2.0,England_PL
2000-08-19,Leicester,Aston Villa,1,0.0,0.0,England_PL
2000-08-19,Tottenham,Ipswich,0,3.0,1.0,England_PL
2000-08-20,FC Koln,Ein Frankfurt,0,4.0,1.0,Germany_Bundesliga
2000-08-20,Man United,Newcastle,0,2.0,0.0,England_PL
2000-08-20,Monaco,Guingamp,0,1.0,0.0,France_Ligue1
2000-08-20,Hansa Rostock,Schalke 04,2,0.0,4.0,Germany_Bundesliga
2000-08-21,Arsenal,Liverpool,0,2.0,0.0,England_PL
2000-08-22,Bradford,Chelsea,0,2.0,0.0,England_PL
2000-08-22,Ipswich,Man United,1,1.0,1.0,England_PL
2000-08-22,Middlesbrough,Tottenham,1,1.0,1.0,England_PL
2000-08-23,Southampton,Coventry,2,1.0,2.0,England_PL
2000-08-23,Everton,Charlton,0,3.0,0.0,England_PL
2000-08-23,Man City,Sunderland,0,4.0,2.0,England_PL
2000-08-23,West Ham,Leicester,2,0.0,1.0,England_PL
2000-08-23,Newcastle,Derby,0,3.0,2.0,England_PL
2000-08-26,West Ham,Man United,1,2.0,2.0,England_PL
2000-08-26,Southampton,Liverpool,1,3.0,3.0,England_PL
2000-08-26,Newcastle,Tottenham,0,2.0,0.0,England_PL
2000-08-26,Middlesbrough,Leeds,2,1.0,2.0,England_PL
2000-08-26,Bradford,Leicester,1,0.0,0.0,England_PL
2000-08-26,Toulouse,Nantes,1,1.0,1.0,France_Ligue1
2000-08-26,Strasbourg,Sedan,0,3.0,2.0,France_Ligue1
2000-08-26,Rennes,Monaco,1,1.0,1.0,France_Ligue1
2000-08-26,Lyon,Troyes,0,1.0,0.0,France_Ligue1
2000-08-26,Lille,Metz,0,2.0,1.0,France_Ligue1
2000-08-26,Bordeaux,Lens,1,1.0,1.0,France_Ligue1
2000-08-26,Man City,Coventry,2,1.0,2.0,England_PL
2000-08-26,Ipswich,Sunderland,0,1.0,0.0,England_PL
2000-08-26,Everton,Derby,1,2.0,2.0,England_PL
2000-08-26,Arsenal,Charlton,0,5.0,3.0,England_PL
2000-08-26,Marseille,Guingamp,0,3.0,1.0,France_Ligue1
2000-08-27,Paris SG,Bastia,0,3.0,1.0,France_Ligue1
2000-08-27,Aston Villa,Chelsea,1,1.0,1.0,England_PL
2000-08-27,Auxerre,St Etienne,0,4.0,3.0,France_Ligue1
2000-09-05,Leeds,Man City,2,1.0,2.0,England_PL
2000-09-05,Sunderland,West Ham,1,1.0,1.0,England_PL
2000-09-05,Monaco,Marseille,2,0.0,2.0,France_Ligue1
2000-09-05,Leverkusen,Unterhaching,0,1.0,0.0,Germany_Bundesliga
2000-09-05,Freiburg,FC Koln,1,0.0,0.0,Germany_Bundesliga
2000-09-05,Kaiserslautern,Stuttgart,0,1.0,0.0,Germany_Bundesliga
2000-09-05,Man United,Bradford,0,6.0,0.0,England_PL
2000-09-05,Schalke 04,Cottbus,0,3.0,0.0,Germany_Bundesliga
2000-09-05,Tottenham,Everton,0,3.0,2.0,England_PL
2000-09-06,Chelsea,Arsenal,1,2.0,2.0,England_PL
2000-09-06,Derby,Middlesbrough,1,3.0,3.0,England_PL
2000-09-06,Coventry,Newcastle,2,0.0,2.0,England_PL
2000-09-06,Troyes,Paris SG,0,5.0,3.0,France_Ligue1
2000-09-06,Charlton,Southampton,1,1.0,1.0,England_PL
2000-09-06,St Etienne,Lyon,1,2.0,2.0,France_Ligue1
2000-09-06,Nantes,Bordeaux,2,0.0,5.0,France_Ligue1
2000-09-06,Metz,Strasbourg,0,1.0,0.0,France_Ligue1
2000-09-06,Lens,Auxerre,0,1.0,0.0,France_Ligue1
2000-09-06,Guingamp,Toulouse,0,2.0,1.0,France_Ligue1
2000-09-06,Bastia,Lille,0,1.0,0.0,France_Ligue1
2000-09-06,Bayern Munich,Wolfsburg,0,3.0,1.0,Germany_Bundesliga
2000-09-06,Dortmund,Munich 1860,2,2.0,3.0,Germany_Bundesliga
2000-09-06,Ein Frankfurt,Hansa Rostock,0,4.0,0.0,Germany_Bundesliga
2000-09-06,Hamburg,Werder Bremen,0,2.0,1.0,Germany_Bundesliga
2000-09-06,Hertha,Bochum,0,4.0,0.0,Germany_Bundesliga
2000-09-06,Leicester,Ipswich,0,2.0,1.0,England_PL
2000-09-06,Liverpool,Aston Villa,0,3.0,1.0,England_PL
2000-09-08,Unterhaching,Kaiserslautern,1,0.0,0.0,Germany_Bundesliga
2000-09-09,Zaragoza,Espanol,2,1.0,2.0,Spain_LaLiga
2000-09-09,FC Koln,Leverkusen,1,1.0,1.0,Germany_Bundesliga
2000-09-09,Sociedad,Santander,1,2.0,2.0,Spain_LaLiga
2000-09-09,Bordeaux,Guingamp,2,0.0,2.0,France_Ligue1
2000-09-09,Lille,Troyes,2,1.0,2.0,France_Ligue1
2000-09-09,Lyon,Lens,0,3.0,0.0,France_Ligue1
2000-09-09,Paris SG,St Etienne,0,5.0,1.0,France_Ligue1
2000-09-09,Rennes,Metz,2,0.0,1.0,France_Ligue1
2000-09-09,Sedan,Monaco,0,1.0,0.0,France_Ligue1
2000-09-09,Strasbourg,Bastia,2,1.0,4.0,France_Ligue1
2000-09-09,Auxerre,Nantes,1,2.0,2.0,France_Ligue1
2000-09-09,Real Madrid,Valencia,0,2.0,1.0,Spain_LaLiga
2000-09-09,Munich 1860,Schalke 04,1,1.0,1.0,Germany_Bundesliga
2000-09-09,Barcelona,Malaga,0,2.0,1.0,Spain_LaLiga
2000-09-09,Bochum,Hamburg,2,0.0,4.0,Germany_Bundesliga
2000-09-09,Stuttgart,Bayern Munich,0,2.0,1.0,Germany_Bundesliga
2000-09-09,Werder Bremen,Dortmund,2,1.0,2.0,Germany_Bundesliga
2000-09-09,Wolfsburg,Hertha,0,2.0,1.0,Germany_Bundesliga
2000-09-09,Bradford,Arsenal,1,1.0,1.0,England_PL
2000-09-09,Coventry,Leeds,1,0.0,0.0,England_PL
2000-09-09,Ipswich,Aston Villa,2,1.0,2.0,England_PL
2000-09-09,La Coruna,Ath Bilbao,0,2.0,0.0,Spain_LaLiga
2000-09-09,Liverpool,Man City,0,3.0,2.0,England_PL
2000-09-09,Man United,Sunderland,0,3.0,0.0,England_PL
2000-09-09,Middlesbrough,Everton,2,1.0,2.0,England_PL
2000-09-09,Newcastle,Chelsea,1,0.0,0.0,England_PL
2000-09-09,Leicester,Southampton,0,1.0,0.0,England_PL
2000-09-10,Numancia,Oviedo,0,1.0,0.0,Spain_LaLiga
2000-09-10,Toulouse,Marseille,0,2.0,0.0,France_Ligue1
2000-09-10,Derby,Charlton,1,2.0,2.0,England_PL
2000-09-10,Las Palmas,Alaves,2,0.0,3.0,Spain_LaLiga
2000-09-10,Cottbus,Ein Frankfurt,0,2.0,0.0,Germany_Bundesliga
2000-09-10,Hansa Rostock,Freiburg,1,0.0,0.0,Germany_Bundesliga
2000-09-10,Osasuna,Celta,2,0.0,2.0,Spain_LaLiga
2000-09-10,Mallorca,Valladolid,1,1.0,1.0,Spain_LaLiga
2000-09-10,Villarreal,Vallecano,2,1.0,5.0,Spain_LaLiga
2000-09-11,Tottenham,West Ham,0,1.0,0.0,England_PL
2000-09-15,Kaiserslautern,FC Koln,0,3.0,1.0,Germany_Bundesliga
2000-09-16,Monaco,Toulouse,0,3.0,0.0,France_Ligue1
2000-09-16,Metz,Sedan,0,1.0,0.0,France_Ligue1
2000-09-16,Marseille,Bordeaux,2,0.0,1.0,France_Ligue1
2000-09-16,Lens,Paris SG,1,1.0,1.0,France_Ligue1
2000-09-16,Guingamp,Auxerre,0,1.0,0.0,France_Ligue1
2000-09-16,Bastia,Rennes,2,0.0,2.0,France_Ligue1
2000-09-16,Leeds,Ipswich,2,1.0,2.0,England_PL
2000-09-16,Charlton,Tottenham,0,1.0,0.0,England_PL
2000-09-16,Troyes,Strasbourg,2,0.0,1.0,France_Ligue1
2000-09-16,Southampton,Newcastle,0,2.0,0.0,England_PL
2000-09-16,Aston Villa,Bradford,0,2.0,0.0,England_PL
2000-09-16,Arsenal,Coventry,0,2.0,1.0,England_PL
2000-09-16,Everton,Man United,2,1.0,3.0,England_PL
2000-09-16,Sunderland,Derby,0,2.0,1.0,England_PL
2000-09-16,Ath Bilbao,Barcelona,0,3.0,1.0,Spain_LaLiga
2000-09-16,Santander,La Coruna,2,0.0,3.0,Spain_LaLiga
2000-09-16,Bayern Munich,Unterhaching,0,3.0,1.0,Germany_Bundesliga
2000-09-16,Bochum,Wolfsburg,0,2.0,1.0,Germany_Bundesliga
2000-09-16,Ein Frankfurt,Munich 1860,0,1.0,0.0,Germany_Bundesliga
2000-09-16,Freiburg,Cottbus,0,4.0,1.0,Germany_Bundesliga
2000-09-16,Hamburg,Dortmund,2,2.0,3.0,Germany_Bundesliga
2000-09-16,Leverkusen,Hansa Rostock,2,1.0,2.0,Germany_Bundesliga
2000-09-16,Valladolid,Numancia,0,2.0,0.0,Spain_LaLiga
2000-09-16,Valencia,Mallorca,0,4.0,0.0,Spain_LaLiga
2000-09-16,Malaga,Real Madrid,1,3.0,3.0,Spain_LaLiga
2000-09-17,West Ham,Liverpool,1,1.0,1.0,England_PL
2000-09-17,Man City,Middlesbrough,1,1.0,1.0,England_PL
2000-09-17,Chelsea,Leicester,2,0.0,2.0,England_PL
2000-09-17,Espanol,Osasuna,2,1.0,2.0,Spain_LaLiga
2000-09-17,Celta,Sociedad,0,4.0,1.0,Spain_LaLiga
2000-09-17,Alaves,Villarreal,2,0.0,1.0,Spain_LaLiga
2000-09-17,Oviedo,Las Palmas,1,2.0,2.0,Spain_LaLiga
2000-09-17,Vallecano,Zaragoza,1,0.0,0.0,Spain_LaLiga
2000-09-17,Schalke 04,Werder Bremen,1,1.0,1.0,Germany_Bundesliga
2000-09-17,Hertha,Stuttgart,0,2.0,0.0,Germany_Bundesliga
2000-09-17,Nantes,Lyon,2,0.0,1.0,France_Ligue1
2000-09-17,St Etienne,Lille,1,1.0,1.0,France_Ligue1
2000-09-22,Munich 1860,Freiburg,0,3.0,1.0,Germany_Bundesliga
2000-09-23,Coventry,West Ham,2,0.0,3.0,England_PL
2000-09-23,Ipswich,Arsenal,1,1.0,1.0,England_PL
2000-09-23,Bradford,Southampton,2,0.0,1.0,England_PL
2000-09-23,Man United,Chelsea,1,3.0,3.0,England_PL
2000-09-23,Middlesbrough,Aston Villa,1,1.0,1.0,England_PL
2000-09-23,Derby,Leeds,1,1.0,1.0,England_PL
2000-09-23,Liverpool,Sunderland,1,1.0,1.0,England_PL
2000-09-23,Paris SG,Nantes,0,2.0,1.0,France_Ligue1
2000-09-23,Wolfsburg,Hamburg,1,4.0,4.0,Germany_Bundesliga
2000-09-23,Werder Bremen,Ein Frankfurt,1,1.0,1.0,Germany_Bundesliga
2000-09-23,Stuttgart,Bochum,1,1.0,1.0,Germany_Bundesliga
2000-09-23,Dortmund,Schalke 04,2,0.0,4.0,Germany_Bundesliga
2000-09-23,Cottbus,Leverkusen,2,1.0,2.0,Germany_Bundesliga
2000-09-23,FC Koln,Bayern Munich,2,1.0,2.0,Germany_Bundesliga
2000-09-23,Newcastle,Charlton,2,0.0,1.0,England_PL
2000-09-23,Tottenham,Man City,1,0.0,0.0,England_PL
2000-09-23,Metz,Monaco,2,1.0,3.0,France_Ligue1
2000-09-23,Rennes,Troyes,2,0.0,2.0,France_Ligue1
2000-09-23,Sedan,Bastia,1,3.0,3.0,France_Ligue1
2000-09-23,Lyon,Guingamp,2,0.0,1.0,France_Ligue1
2000-09-23,Bordeaux,Toulouse,0,2.0,1.0,France_Ligue1
2000-09-23,Auxerre,Marseille,2,0.0,1.0,France_Ligue1
2000-09-23,Strasbourg,St Etienne,0,3.0,2.0,France_Ligue1
2000-09-23,Barcelona,Santander,0,3.0,1.0,Spain_LaLiga
2000-09-23,Las Palmas,Valladolid,1,1.0,1.0,Spain_LaLiga
2000-09-23,Real Madrid,Ath Bilbao,0,4.0,1.0,Spain_LaLiga
2000-09-23,Sociedad,La Coruna,1,1.0,1.0,Spain_LaLiga
2000-09-23,Zaragoza,Alaves,1,2.0,2.0,Spain_LaLiga
2000-09-24,Lille,Lens,0,2.0,1.0,France_Ligue1
2000-09-24,Hansa Rostock,Kaiserslautern,0,1.0,0.0,Germany_Bundesliga
2000-09-24,Leicester,Everton,1,1.0,1.0,England_PL
2000-09-24,Osasuna,Vallecano,1,2.0,2.0,Spain_LaLiga
2000-09-24,Villarreal,Oviedo,0,1.0,0.0,Spain_LaLiga
2000-09-24,Mallorca,Malaga,2,0.0,1.0,Spain_LaLiga
2000-09-24,Celta,Espanol,0,1.0,0.0,Spain_LaLiga
2000-09-24,Unterhaching,Hertha,0,5.0,2.0,Germany_Bundesliga
2000-09-24,Numancia,Valencia,2,0.0,3.0,Spain_LaLiga
2000-09-29,Ein Frankfurt,Dortmund,1,1.0,1.0,Germany_Bundesliga
2000-09-30,Kaiserslautern,Cottbus,1,1.0,1.0,Germany_Bundesliga
2000-09-30,Hertha,FC Koln,0,4.0,2.0,Germany_Bundesliga
2000-09-30,Hamburg,Schalke 04,0,2.0,0.0,Germany_Bundesliga
2000-09-30,Bochum,Unterhaching,0,3.0,0.0,Germany_Bundesliga
2000-09-30,Bayern Munich,Hansa Rostock,2,0.0,1.0,Germany_Bundesliga
2000-09-30,Bastia,Metz,0,1.0,0.0,France_Ligue1
2000-09-30,Lens,Strasbourg,1,0.0,0.0,France_Ligue1
2000-09-30,Monaco,Bordeaux,1,2.0,2.0,France_Ligue1
2000-09-30,St Etienne,Rennes,2,0.0,2.0,France_Ligue1
2000-09-30,Toulouse,Auxerre,2,0.0,1.0,France_Ligue1
2000-09-30,Troyes,Sedan,1,1.0,1.0,France_Ligue1
2000-09-30,Napoli,Juventus,2,1.0,2.0,Italy_SerieA
2000-09-30,Santander,Real Madrid,1,0.0,0.0,Spain_LaLiga
2000-09-30,Guingamp,Paris SG,1,1.0,1.0,France_Ligue1
2000-09-30,Leverkusen,Munich 1860,1,0.0,0.0,Germany_Bundesliga
2000-09-30,Bari,Verona,1,1.0,1.0,Italy_SerieA
2000-09-30,Aston Villa,Derby,0,4.0,1.0,England_PL
2000-09-30,Charlton,Coventry,1,2.0,2.0,England_PL
2000-09-30,Everton,Ipswich,2,0.0,3.0,England_PL
2000-09-30,Leeds,Tottenham,0,4.0,3.0,England_PL
2000-09-30,Man City,Newcastle,2,0.0,1.0,England_PL
2000-09-30,Southampton,Middlesbrough,2,1.0,3.0,England_PL
2000-09-30,West Ham,Bradford,1,1.0,1.0,England_PL
2000-10-01,Atalanta,Lazio,1,2.0,2.0,Italy_SerieA
2000-10-01,Milan,Vicenza,0,2.0,0.0,Italy_SerieA
2000-10-01,Freiburg,Werder Bremen,2,0.0,1.0,Germany_Bundesliga
2000-10-01,Marseille,Lyon,1,1.0,1.0,France_Ligue1
2000-10-01,Arsenal,Man United,0,1.0,0.0,England_PL
2000-10-01,Sunderland,Leicester,1,0.0,0.0,England_PL
2000-10-01,Alaves,Osasuna,0,2.0,0.0,Spain_LaLiga
2000-10-01,Ath Bilbao,Mallorca,0,2.0,1.0,Spain_LaLiga
2000-10-01,La Coruna,Barcelona,0,2.0,0.0,Spain_LaLiga
2000-10-01,Malaga,Numancia,2,1.0,3.0,Spain_LaLiga
2000-10-01,Oviedo,Zaragoza,0,2.0,1.0,Spain_LaLiga
2000-10-01,Vallecano,Celta,0,3.0,0.0,Spain_LaLiga
2000-10-01,Valencia,Las Palmas,0,5.0,1.0,Spain_LaLiga
2000-10-01,Valladolid,Villarreal,1,0.0,0.0,Spain_LaLiga
2000-10-01,Chelsea,Liverpool,0,3.0,0.0,England_PL
2000-10-01,Nantes,Lille,1,0.0,0.0,France_Ligue1
2000-10-01,Wolfsburg,Stuttgart,1,2.0,2.0,Germany_Bundesliga
2000-10-01,Reggina,Inter,0,2.0,1.0,Italy_SerieA
2000-10-01,Udinese,Brescia,0,4.0,2.0,Italy_SerieA
2000-10-01,Roma,Bologna,0,2.0,0.0,Italy_SerieA
2000-10-01,Perugia,Lecce,1,1.0,1.0,Italy_SerieA
2000-10-01,Parma,Fiorentina,1,2.0,2.0,Italy_SerieA
2000-10-10,Sedan,Rennes,0,2.0,1.0,France_Ligue1
2000-10-13,Dortmund,Freiburg,0,1.0,0.0,Germany_Bundesliga
2000-10-13,Paris SG,Marseille,0,2.0,0.0,France_Ligue1
2000-10-13,Bastia,Monaco,2,0.0,2.0,France_Ligue1
2000-10-14,Everton,Southampton,1,1.0,1.0,England_PL
2000-10-14,Ipswich,West Ham,1,1.0,1.0,England_PL
2000-10-14,Leeds,Charlton,0,3.0,1.0,England_PL
2000-10-14,Leicester,Man United,2,0.0,3.0,England_PL
2000-10-14,Man City,Bradford,0,2.0,0.0,England_PL
2000-10-14,Sunderland,Chelsea,0,1.0,0.0,England_PL
2000-10-14,Lazio,Perugia,0,3.0,0.0,Italy_SerieA
2000-10-14,Villarreal,Valencia,1,1.0,1.0,Spain_LaLiga
2000-10-14,Sociedad,Barcelona,2,0.0,6.0,Spain_LaLiga
2000-10-14,Coventry,Tottenham,0,2.0,1.0,England_PL
2000-10-14,Real Madrid,La Coruna,0,3.0,0.0,Spain_LaLiga
2000-10-14,Las Palmas,Malaga,0,2.0,1.0,Spain_LaLiga
2000-10-14,Espanol,Vallecano,1,0.0,0.0,Spain_LaLiga
2000-10-14,Inter,Napoli,0,3.0,1.0,Italy_SerieA
2000-10-14,Strasbourg,Nantes,2,0.0,5.0,France_Ligue1
2000-10-14,Arsenal,Aston Villa,0,1.0,0.0,England_PL
2000-10-14,Munich 1860,Kaiserslautern,2,0.0,4.0,Germany_Bundesliga
2000-10-14,Lille,Guingamp,1,1.0,1.0,France_Ligue1
2000-10-14,Metz,Troyes,1,2.0,2.0,France_Ligue1
2000-10-14,FC Koln,Bochum,0,2.0,0.0,Germany_Bundesliga
2000-10-14,Rennes,Lens,0,1.0,0.0,France_Ligue1
2000-10-14,Sedan,St Etienne,0,2.0,1.0,France_Ligue1
2000-10-14,Stuttgart,Hamburg,1,3.0,3.0,Germany_Bundesliga
2000-10-14,Schalke 04,Ein Frankfurt,0,4.0,0.0,Germany_Bundesliga
2000-10-14,Cottbus,Bayern Munich,0,1.0,0.0,Germany_Bundesliga
2000-10-14,Werder Bremen,Leverkusen,1,3.0,3.0,Germany_Bundesliga
2000-10-15,Juventus,Bari,0,2.0,0.0,Italy_SerieA
2000-10-15,Fiorentina,Reggina,0,2.0,1.0,Italy_SerieA
2000-10-15,Brescia,Parma,1,0.0,0.0,Italy_SerieA
2000-10-15,Auxerre,Bordeaux,2,0.0,2.0,France_Ligue1
2000-10-15,Verona,Udinese,1,1.0,1.0,Italy_SerieA
2000-10-15,Vicenza,Atalanta,2,1.0,2.0,Italy_SerieA
2000-10-15,Mallorca,Santander,0,2.0,1.0,Spain_LaLiga
2000-10-15,Bologna,Milan,0,2.0,1.0,Italy_SerieA
2000-10-15,Hansa Rostock,Hertha,2,0.0,2.0,Germany_Bundesliga
2000-10-15,Unterhaching,Wolfsburg,2,0.0,3.0,Germany_Bundesliga
2000-10-15,Zaragoza,Valladolid,1,0.0,0.0,Spain_LaLiga
2000-10-15,Derby,Liverpool,2,0.0,4.0,England_PL
2000-10-15,Lecce,Roma,2,0.0,4.0,Italy_SerieA
2000-10-15,Celta,Alaves,1,1.0,1.0,Spain_LaLiga
2000-10-15,Numancia,Ath Bilbao,1,0.0,0.0,Spain_LaLiga
2000-10-15,Osasuna,Oviedo,1,0.0,0.0,Spain_LaLiga
2000-10-16,Middlesbrough,Newcastle,2,1.0,3.0,England_PL
2000-10-18,Espanol,Sociedad,2,1.0,2.0,Spain_LaLiga
2000-10-20,Kaiserslautern,Werder Bremen,0,2.0,0.0,Germany_Bundesliga
2000-10-21,Barcelona,Real Madrid,0,2.0,0.0,Spain_LaLiga
2000-10-21,Bordeaux,Lyon,1,1.0,1.0,France_Ligue1
2000-10-21,Guingamp,Strasbourg,0,2.0,1.0,France_Ligue1
2000-10-21,Wolfsburg,FC Koln,0,6.0,0.0,Germany_Bundesliga
2000-10-21,Lens,Sedan,1,1.0,1.0,France_Ligue1
2000-10-21,Stuttgart,Unterhaching,1,2.0,2.0,Germany_Bundesliga
2000-10-21,Liverpool,Leicester,0,1.0,0.0,England_PL
2000-10-21,Hertha,Cottbus,0,3.0,1.0,Germany_Bundesliga
2000-10-21,La Coruna,Mallorca,1,1.0,1.0,Spain_LaLiga
2000-10-21,Monaco,Auxerre,1,1.0,1.0,France_Ligue1
2000-10-21,Nantes,Rennes,0,1.0,0.0,France_Ligue1
2000-10-21,St Etienne,Metz,0,2.0,0.0,France_Ligue1
2000-10-21,Toulouse,Paris SG,2,2.0,3.0,France_Ligue1
2000-10-21,Troyes,Bastia,1,0.0,0.0,France_Ligue1
2000-10-21,Leverkusen,Dortmund,0,2.0,0.0,Germany_Bundesliga
2000-10-21,Bradford,Ipswich,2,0.0,2.0,England_PL
2000-10-21,Chelsea,Coventry,0,6.0,1.0,England_PL
2000-10-21,Man United,Leeds,0,3.0,0.0,England_PL
2000-10-21,Newcastle,Everton,2,0.0,1.0,England_PL
2000-10-21,Tottenham,Derby,0,3.0,1.0,England_PL
2000-10-21,West Ham,Arsenal,2,1.0,2.0,England_PL
2000-10-21,Hamburg,Ein Frankfurt,0,2.0,0.0,Germany_Bundesliga
2000-10-21,Charlton,Middlesbrough,0,1.0,0.0,England_PL
2000-10-21,Valencia,Zaragoza,0,1.0,0.0,Spain_LaLiga
2000-10-21,Bayern Munich,Munich 1860,0,3.0,1.0,Germany_Bundesliga
2000-10-21,Udinese,Inter,0,3.0,0.0,Italy_SerieA
2000-10-21,Milan,Juventus,1,2.0,2.0,Italy_SerieA
2000-10-22,Perugia,Parma,0,3.0,1.0,Italy_SerieA
2000-10-22,Santander,Numancia,0,4.0,2.0,Spain_LaLiga
2000-10-22,Vallecano,Sociedad,0,4.0,1.0,Spain_LaLiga
2000-10-22,Oviedo,Celta,0,3.0,1.0,Spain_LaLiga
2000-10-22,Malaga,Villarreal,0,2.0,1.0,Spain_LaLiga
2000-10-22,Ath Bilbao,Las Palmas,2,0.0,3.0,Spain_LaLiga
2000-10-22,Alaves,Espanol,0,1.0,0.0,Spain_LaLiga
2000-10-22,Freiburg,Schalke 04,0,3.0,1.0,Germany_Bundesliga
2000-10-22,Bochum,Hansa Rostock,2,1.0,2.0,Germany_Bundesliga
2000-10-22,Napoli,Bologna,2,1.0,5.0,Italy_SerieA
2000-10-22,Valladolid,Osasuna,1,1.0,1.0,Spain_LaLiga
2000-10-22,Roma,Vicenza,0,3.0,1.0,Italy_SerieA
2000-10-22,Reggina,Lecce,2,0.0,1.0,Italy_SerieA
2000-10-22,Verona,Lazio,0,2.0,0.0,Italy_SerieA
2000-10-22,Brescia,Fiorentina,1,1.0,1.0,Italy_SerieA
2000-10-22,Bari,Atalanta,2,0.0,2.0,Italy_SerieA
2000-10-22,Marseille,Lille,2,0.0,1.0,France_Ligue1
2000-10-22,Aston Villa,Sunderland,1,0.0,0.0,England_PL
2000-10-23,Southampton,Man City,2,0.0,2.0,England_PL
2000-10-27,Cottbus,Bochum,0,2.0,0.0,Germany_Bundesliga
2000-10-28,Man United,Southampton,0,5.0,0.0,England_PL
2000-10-28,Strasbourg,Marseille,1,1.0,1.0,France_Ligue1
2000-10-28,Werder Bremen,Bayern Munich,1,1.0,1.0,Germany_Bundesliga
2000-10-28,Unterhaching,Hamburg,0,2.0,1.0,Germany_Bundesliga
