Date,HomeTeam,AwayTeam,Result,FTHG,FTAG,League
2016-03-20,Augsburg,Dortmund,2,1.0,3.0,Germany_Bundesliga
2016-03-20,Stuttgart,Leverkusen,2,0.0,2.0,Germany_Bundesliga
2016-03-20,Espanol,Ath Bilbao,0,2.0,1.0,Spain_LaLiga
2016-03-20,Real Madrid,Sevilla,0,4.0,0.0,Spain_LaLiga
2016-03-20,Valencia,Celta,2,0.0,2.0,Spain_LaLiga
2016-03-20,Villarreal,Barcelona,1,2.0,2.0,Spain_LaLiga
2016-03-20,Newcastle,Sunderland,1,1.0,1.0,England_PL
2016-03-20,Man City,Man United,2,0.0,1.0,England_PL
2016-03-20,Frosinone,Fiorentina,1,0.0,0.0,Italy_SerieA
2016-03-20,Southampton,Liverpool,0,3.0,2.0,England_PL
2016-03-20,Tottenham,Bournemouth,0,3.0,0.0,England_PL
2016-03-20,Paris SG,Monaco,2,0.0,2.0,France_Ligue1
2016-03-20,Verona,Carpi,2,1.0,2.0,Italy_SerieA
2016-03-20,Torino,Juventus,2,1.0,4.0,Italy_SerieA
2016-03-20,Sassuolo,Udinese,1,1.0,1.0,Italy_SerieA
2016-03-20,Sampdoria,Chievo,2,0.0,1.0,Italy_SerieA
2016-03-20,Milan,Lazio,1,1.0,1.0,Italy_SerieA
2016-04-01,Vallecano,Getafe,0,2.0,0.0,Spain_LaLiga
2016-04-01,Monaco,Bordeaux,2,1.0,2.0,France_Ligue1
2016-04-01,Leverkusen,Wolfsburg,0,3.0,0.0,Germany_Bundesliga
2016-04-02,Bayern Munich,Ein Frankfurt,0,1.0,0.0,Germany_Bundesliga
2016-04-02,Ajaccio GFCO,St Etienne,2,0.0,2.0,France_Ligue1
2016-04-02,Guingamp,Montpellier,1,2.0,2.0,France_Ligue1
2016-04-02,Paris SG,Nice,0,4.0,1.0,France_Ligue1
2016-04-02,Rennes,Reims,0,3.0,1.0,France_Ligue1
2016-04-02,Toulouse,Caen,0,2.0,0.0,France_Ligue1
2016-04-02,Troyes,Angers,2,0.0,1.0,France_Ligue1
2016-04-02,Carpi,Sassuolo,2,1.0,3.0,Italy_SerieA
2016-04-02,Las Palmas,Valencia,0,2.0,1.0,Spain_LaLiga
2016-04-02,Celta,La Coruna,1,1.0,1.0,Spain_LaLiga
2016-04-02,Barcelona,Real Madrid,2,1.0,2.0,Spain_LaLiga
2016-04-02,Ath Madrid,Betis,0,5.0,1.0,Spain_LaLiga
2016-04-02,Juventus,Empoli,0,1.0,0.0,Italy_SerieA
2016-04-02,West Ham,Crystal Palace,1,2.0,2.0,England_PL
2016-04-02,Aston Villa,Chelsea,2,0.0,4.0,England_PL
2016-04-02,Arsenal,Watford,0,4.0,0.0,England_PL
2016-04-02,Darmstadt,Stuttgart,1,2.0,2.0,Germany_Bundesliga
2016-04-02,Dortmund,Werder Bremen,0,3.0,2.0,Germany_Bundesliga
2016-04-02,Hannover,Hamburg,2,0.0,3.0,Germany_Bundesliga
2016-04-02,Ingolstadt,Schalke 04,0,3.0,0.0,Germany_Bundesliga
2016-04-02,Mainz,Augsburg,0,4.0,2.0,Germany_Bundesliga
2016-04-02,Stoke,Swansea,1,2.0,2.0,England_PL
2016-04-02,Sunderland,West Brom,1,0.0,0.0,England_PL
2016-04-02,Bournemouth,Man City,2,0.0,4.0,England_PL
2016-04-02,Norwich,Newcastle,0,3.0,2.0,England_PL
2016-04-02,Liverpool,Tottenham,1,1.0,1.0,England_PL
2016-04-03,M'gladbach,Hertha,0,5.0,0.0,Germany_Bundesliga
2016-04-03,Bastia,Marseille,0,2.0,1.0,France_Ligue1
2016-04-03,Sevilla,Sociedad,2,1.0,2.0,Spain_LaLiga
2016-04-03,Hoffenheim,FC Koln,1,1.0,1.0,Germany_Bundesliga
2016-04-03,Lorient,Lyon,2,1.0,3.0,France_Ligue1
2016-04-03,Malaga,Espanol,1,1.0,1.0,Spain_LaLiga
2016-04-03,Leicester,Southampton,0,1.0,0.0,England_PL
2016-04-03,Ath Bilbao,Granada,1,1.0,1.0,Spain_LaLiga
2016-04-03,Nantes,Lille,2,0.0,3.0,France_Ligue1
2016-04-03,Atalanta,Milan,0,2.0,1.0,Italy_SerieA
2016-04-03,Chievo,Palermo,0,3.0,1.0,Italy_SerieA
2016-04-03,Fiorentina,Sampdoria,1,1.0,1.0,Italy_SerieA
2016-04-03,Inter,Torino,2,1.0,2.0,Italy_SerieA
2016-04-03,Lazio,Roma,2,1.0,4.0,Italy_SerieA
2016-04-03,Udinese,Napoli,0,3.0,1.0,Italy_SerieA
2016-04-03,Man United,Everton,0,1.0,0.0,England_PL
2016-04-03,Eibar,Villarreal,2,1.0,2.0,Spain_LaLiga
2016-04-03,Genoa,Frosinone,0,4.0,0.0,Italy_SerieA
2016-04-04,Bologna,Verona,2,0.0,1.0,Italy_SerieA
2016-04-04,Levante,Sp Gijon,1,0.0,0.0,Spain_LaLiga
2016-04-08,Montpellier,Lyon,2,0.0,2.0,France_Ligue1
2016-04-08,Hertha,Hannover,1,2.0,2.0,Germany_Bundesliga
2016-04-08,Granada,Malaga,1,0.0,0.0,Spain_LaLiga
2016-04-09,Southampton,Newcastle,0,3.0,1.0,England_PL
2016-04-09,Aston Villa,Bournemouth,2,1.0,2.0,England_PL
2016-04-09,Chievo,Carpi,0,1.0,0.0,Italy_SerieA
2016-04-09,Frosinone,Inter,2,0.0,1.0,Italy_SerieA
2016-04-09,Milan,Juventus,2,1.0,2.0,Italy_SerieA
2016-04-09,Sassuolo,Genoa,2,0.0,1.0,Italy_SerieA
2016-04-09,Hamburg,Darmstadt,2,1.0,2.0,Germany_Bundesliga
2016-04-09,Ein Frankfurt,Hoffenheim,2,0.0,2.0,Germany_Bundesliga
2016-04-09,Angers,Ajaccio GFCO,1,0.0,0.0,France_Ligue1
2016-04-09,Caen,Lorient,2,1.0,2.0,France_Ligue1
2016-04-09,Guingamp,Paris SG,2,0.0,2.0,France_Ligue1
2016-04-09,Reims,Nantes,0,2.0,1.0,France_Ligue1
2016-04-09,Crystal Palace,Norwich,0,1.0,0.0,England_PL
2016-04-09,Man City,West Brom,0,2.0,1.0,England_PL
2016-04-09,St Etienne,Troyes,0,1.0,0.0,France_Ligue1
2016-04-09,Swansea,Chelsea,0,1.0,0.0,England_PL
2016-04-09,Watford,Everton,1,1.0,1.0,England_PL
2016-04-09,West Ham,Arsenal,1,3.0,3.0,England_PL
2016-04-09,Ingolstadt,M'gladbach,0,1.0,0.0,Germany_Bundesliga
2016-04-09,Stuttgart,Bayern Munich,2,1.0,3.0,Germany_Bundesliga
2016-04-09,Werder Bremen,Augsburg,2,1.0,2.0,Germany_Bundesliga
2016-04-09,Betis,Levante,0,1.0,0.0,Spain_LaLiga
2016-04-09,Espanol,Ath Madrid,2,1.0,3.0,Spain_LaLiga
2016-04-09,Real Madrid,Eibar,0,4.0,0.0,Spain_LaLiga
2016-04-09,Sociedad,Barcelona,0,1.0,0.0,Spain_LaLiga
2016-04-09,Wolfsburg,Mainz,1,1.0,1.0,Germany_Bundesliga
2016-04-09,Toulouse,Bastia,0,4.0,0.0,France_Ligue1
2016-04-10,FC Koln,Leverkusen,2,0.0,2.0,Germany_Bundesliga
2016-04-10,Schalke 04,Dortmund,1,2.0,2.0,Germany_Bundesliga
2016-04-10,Tottenham,Man United,0,3.0,0.0,England_PL
2016-04-10,Nice,Rennes,0,3.0,0.0,France_Ligue1
2016-04-10,Sampdoria,Udinese,0,2.0,0.0,Italy_SerieA
2016-04-10,Marseille,Bordeaux,1,0.0,0.0,France_Ligue1
2016-04-10,Villarreal,Getafe,0,2.0,0.0,Spain_LaLiga
2016-04-10,Valencia,Sevilla,0,2.0,1.0,Spain_LaLiga
2016-04-10,Lille,Monaco,0,4.0,1.0,France_Ligue1
2016-04-10,Ath Bilbao,Vallecano,0,1.0,0.0,Spain_LaLiga
2016-04-10,Palermo,Lazio,2,0.0,3.0,Italy_SerieA
2016-04-10,Sunderland,Leicester,2,0.0,2.0,England_PL
2016-04-10,Sp Gijon,Celta,2,0.0,1.0,Spain_LaLiga
2016-04-10,Empoli,Fiorentina,0,2.0,0.0,Italy_SerieA
2016-04-10,Napoli,Verona,0,3.0,0.0,Italy_SerieA
2016-04-10,Torino,Atalanta,0,2.0,1.0,Italy_SerieA
2016-04-10,Liverpool,Stoke,0,4.0,1.0,England_PL
2016-04-11,Roma,Bologna,1,1.0,1.0,Italy_SerieA
2016-04-11,La Coruna,Las Palmas,2,1.0,3.0,Spain_LaLiga
2016-04-13,Crystal Palace,Everton,1,0.0,0.0,England_PL
2016-04-15,Lyon,Nice,1,1.0,1.0,France_Ligue1
2016-04-15,Hannover,M'gladbach,0,2.0,0.0,Germany_Bundesliga
2016-04-15,Levante,Espanol,0,2.0,1.0,Spain_LaLiga
2016-04-16,Chelsea,Man City,2,0.0,3.0,England_PL
2016-04-16,Everton,Southampton,1,1.0,1.0,England_PL
2016-04-16,Man United,Aston Villa,0,1.0,0.0,England_PL
2016-04-16,Newcastle,Swansea,0,3.0,0.0,England_PL
2016-04-16,Norwich,Sunderland,2,0.0,3.0,England_PL
2016-04-16,West Brom,Watford,2,0.0,1.0,England_PL
2016-04-16,Ajaccio GFCO,Lille,2,2.0,4.0,France_Ligue1
2016-04-16,Eibar,Sociedad,0,2.0,1.0,Spain_LaLiga
2016-04-16,Inter,Napoli,0,2.0,0.0,Italy_SerieA
2016-04-16,Werder Bremen,Wolfsburg,0,3.0,2.0,Germany_Bundesliga
2016-04-16,Leverkusen,Ein Frankfurt,0,3.0,0.0,Germany_Bundesliga
2016-04-16,Hoffenheim,Hertha,0,2.0,1.0,Germany_Bundesliga
2016-04-16,Darmstadt,Ingolstadt,0,2.0,0.0,Germany_Bundesliga
2016-04-16,Bayern Munich,Schalke 04,0,3.0,0.0,Germany_Bundesliga
2016-04-16,Augsburg,Stuttgart,0,1.0,0.0,Germany_Bundesliga
2016-04-16,Bastia,St Etienne,2,0.0,1.0,France_Ligue1
2016-04-16,Bordeaux,Angers,2,1.0,3.0,France_Ligue1
2016-04-16,Lorient,Toulouse,1,1.0,1.0,France_Ligue1
2016-04-16,Paris SG,Caen,0,6.0,0.0,France_Ligue1
2016-04-16,Bologna,Torino,2,0.0,1.0,Italy_SerieA
2016-04-16,Troyes,Reims,0,2.0,1.0,France_Ligue1
2016-04-16,Celta,Betis,1,1.0,1.0,Spain_LaLiga
2016-04-16,Las Palmas,Sp Gijon,1,1.0,1.0,Spain_LaLiga
2016-04-16,Getafe,Real Madrid,2,1.0,5.0,Spain_LaLiga
2016-04-16,Carpi,Genoa,0,4.0,1.0,Italy_SerieA
2016-04-17,Juventus,Palermo,0,4.0,0.0,Italy_SerieA
2016-04-17,Lazio,Empoli,0,2.0,0.0,Italy_SerieA
2016-04-17,Sampdoria,Milan,2,0.0,1.0,Italy_SerieA
2016-04-17,Leicester,West Ham,1,2.0,2.0,England_PL
2016-04-17,Bournemouth,Liverpool,2,1.0,2.0,England_PL
2016-04-17,Arsenal,Crystal Palace,1,1.0,1.0,England_PL
2016-04-17,Udinese,Chievo,1,0.0,0.0,Italy_SerieA
2016-04-17,Verona,Frosinone,2,1.0,2.0,Italy_SerieA
2016-04-17,Atalanta,Roma,1,3.0,3.0,Italy_SerieA
2016-04-17,Fiorentina,Sassuolo,0,3.0,1.0,Italy_SerieA
2016-04-17,Dortmund,Hamburg,0,3.0,0.0,Germany_Bundesliga
2016-04-17,Sevilla,La Coruna,1,1.0,1.0,Spain_LaLiga
2016-04-17,Monaco,Marseille,0,2.0,1.0,France_Ligue1
2016-04-17,Nantes,Montpellier,2,0.0,2.0,France_Ligue1
2016-04-17,Rennes,Guingamp,2,0.0,3.0,France_Ligue1
2016-04-17,Vallecano,Villarreal,0,2.0,1.0,Spain_LaLiga
2016-04-17,Mainz,FC Koln,2,2.0,3.0,Germany_Bundesliga
2016-04-17,Malaga,Ath Bilbao,2,0.0,1.0,Spain_LaLiga
2016-04-17,Barcelona,Valencia,2,1.0,2.0,Spain_LaLiga
2016-04-17,Ath Madrid,Granada,0,3.0,0.0,Spain_LaLiga
2016-04-18,Stoke,Tottenham,2,0.0,4.0,England_PL
2016-04-19,Espanol,Celta,1,1.0,1.0,Spain_LaLiga
2016-04-19,Newcastle,Man City,1,1.0,1.0,England_PL
2016-04-19,Betis,Las Palmas,0,1.0,0.0,Spain_LaLiga
2016-04-19,Napoli,Bologna,0,6.0,0.0,Italy_SerieA
2016-04-20,Juventus,Lazio,0,3.0,0.0,Italy_SerieA
2016-04-20,Genoa,Inter,0,1.0,0.0,Italy_SerieA
2016-04-20,Palermo,Atalanta,1,2.0,2.0,Italy_SerieA
2016-04-20,Chievo,Frosinone,0,5.0,1.0,Italy_SerieA
2016-04-20,Empoli,Verona,0,1.0,0.0,Italy_SerieA
2016-04-20,Roma,Torino,0,3.0,2.0,Italy_SerieA
2016-04-20,Sassuolo,Sampdoria,1,0.0,0.0,Italy_SerieA
2016-04-20,Udinese,Fiorentina,0,2.0,1.0,Italy_SerieA
2016-04-20,Valencia,Eibar,0,4.0,0.0,Spain_LaLiga
2016-04-20,Sp Gijon,Sevilla,0,2.0,1.0,Spain_LaLiga
2016-04-20,Man United,Crystal Palace,0,2.0,0.0,England_PL
2016-04-20,Liverpool,Everton,0,4.0,0.0,England_PL
2016-04-20,Real Madrid,Villarreal,0,3.0,0.0,Spain_LaLiga
2016-04-20,West Ham,Watford,0,3.0,1.0,England_PL
2016-04-20,La Coruna,Barcelona,2,0.0,8.0,Spain_LaLiga
2016-04-20,Ath Bilbao,Ath Madrid,2,0.0,1.0,Spain_LaLiga
2016-04-20,Malaga,Vallecano,1,1.0,1.0,Spain_LaLiga
2016-04-21,Arsenal,West Brom,0,2.0,0.0,England_PL
2016-04-21,Milan,Carpi,1,0.0,0.0,Italy_SerieA
2016-04-21,Granada,Levante,0,5.0,1.0,Spain_LaLiga
2016-04-21,Sociedad,Getafe,2,1.0,2.0,Spain_LaLiga
2016-04-22,Nice,Reims,0,2.0,0.0,France_Ligue1
2016-04-22,Las Palmas,Espanol,0,4.0,0.0,Spain_LaLiga
2016-04-22,Hamburg,Werder Bremen,0,2.0,1.0,Germany_Bundesliga
2016-04-23,Vallecano,Real Madrid,2,2.0,3.0,Spain_LaLiga
2016-04-23,Toulouse,Lyon,2,2.0,3.0,France_Ligue1
2016-04-23,Ath Madrid,Malaga,0,1.0,0.0,Spain_LaLiga
2016-04-23,Barcelona,Sp Gijon,0,6.0,0.0,Spain_LaLiga
2016-04-23,Eibar,La Coruna,1,1.0,1.0,Spain_LaLiga
2016-04-23,FC Koln,Darmstadt,0,4.0,1.0,Germany_Bundesliga
2016-04-23,Bournemouth,Chelsea,2,1.0,4.0,England_PL
2016-04-23,Ingolstadt,Hannover,1,2.0,2.0,Germany_Bundesliga
2016-04-23,Schalke 04,Leverkusen,2,2.0,3.0,Germany_Bundesliga
2016-04-23,Stuttgart,Dortmund,2,0.0,3.0,Germany_Bundesliga
2016-04-23,Wolfsburg,Augsburg,2,0.0,2.0,Germany_Bundesliga
2016-04-23,Inter,Udinese,0,3.0,1.0,Italy_SerieA
2016-04-23,Man City,Stoke,0,4.0,0.0,England_PL
2016-04-23,Liverpool,Newcastle,1,2.0,2.0,England_PL
2016-04-23,Hertha,Bayern Munich,2,0.0,2.0,Germany_Bundesliga
2016-04-23,Aston Villa,Southampton,2,2.0,4.0,England_PL
2016-04-24,Marseille,Nantes,1,1.0,1.0,France_Ligue1
2016-04-24,Guingamp,Caen,1,1.0,1.0,France_Ligue1
2016-04-24,Ajaccio GFCO,Bastia,0,3.0,2.0,France_Ligue1
2016-04-24,Atalanta,Chievo,0,1.0,0.0,Italy_SerieA
2016-04-24,Fiorentina,Juventus,2,1.0,2.0,Italy_SerieA
2016-04-24,Frosinone,Palermo,2,0.0,2.0,Italy_SerieA
2016-04-24,Montpellier,Troyes,0,4.0,1.0,France_Ligue1
2016-04-24,Torino,Sassuolo,2,1.0,3.0,Italy_SerieA
2016-04-24,M'gladbach,Hoffenheim,0,3.0,1.0,Germany_Bundesliga
2016-04-24,Ein Frankfurt,Mainz,0,2.0,1.0,Germany_Bundesliga
2016-04-24,St Etienne,Lorient,0,2.0,0.0,France_Ligue1
2016-04-24,Sunderland,Arsenal,1,0.0,0.0,England_PL
2016-04-24,Leicester,Swansea,0,4.0,0.0,England_PL
2016-04-24,Sampdoria,Lazio,0,2.0,1.0,Italy_SerieA
2016-04-24,Rennes,Monaco,1,1.0,1.0,France_Ligue1
2016-04-24,Bologna,Genoa,0,2.0,0.0,Italy_SerieA
2016-04-24,Levante,Ath Bilbao,1,2.0,2.0,Spain_LaLiga
2016-04-24,Getafe,Valencia,1,2.0,2.0,Spain_LaLiga
2016-04-24,Sevilla,Betis,0,2.0,0.0,Spain_LaLiga
2016-04-24,Villarreal,Sociedad,1,0.0,0.0,Spain_LaLiga
2016-04-25,Tottenham,West Brom,1,1.0,1.0,England_PL
2016-04-25,Carpi,Empoli,0,1.0,0.0,Italy_SerieA
2016-04-25,Roma,Napoli,0,1.0,0.0,Italy_SerieA
2016-04-25,Verona,Milan,0,2.0,1.0,Italy_SerieA
2016-04-25,Celta,Granada,0,2.0,1.0,Spain_LaLiga
2016-04-27,Lille,Angers,1,0.0,0.0,France_Ligue1
2016-04-29,Augsburg,FC Koln,1,0.0,0.0,Germany_Bundesliga
2016-04-29,Paris SG,Rennes,0,4.0,0.0,France_Ligue1
2016-04-29,Sp Gijon,Eibar,0,2.0,0.0,Spain_LaLiga
2016-04-30,Troyes,Bordeaux,2,2.0,4.0,France_Ligue1
2016-04-30,Bayern Munich,M'gladbach,1,1.0,1.0,Germany_Bundesliga
2016-04-30,St Etienne,Toulouse,1,0.0,0.0,France_Ligue1
2016-04-30,Arsenal,Norwich,0,1.0,0.0,England_PL
2016-04-30,Reims,Montpellier,2,2.0,3.0,France_Ligue1
2016-04-30,Nantes,Nice,0,1.0,0.0,France_Ligue1
2016-04-30,Monaco,Guingamp,0,3.0,2.0,France_Ligue1
2016-04-30,Lyon,Ajaccio GFCO,0,2.0,1.0,France_Ligue1
2016-04-30,Newcastle,Crystal Palace,0,1.0,0.0,England_PL
2016-04-30,Stoke,Sunderland,1,1.0,1.0,England_PL
2016-04-30,Watford,Aston Villa,0,3.0,2.0,England_PL
2016-04-30,West Brom,West Ham,2,0.0,3.0,England_PL
2016-04-30,Lorient,Lille,2,0.0,1.0,France_Ligue1
2016-04-30,Darmstadt,Ein Frankfurt,2,1.0,2.0,Germany_Bundesliga
2016-04-30,Everton,Bournemouth,0,2.0,1.0,England_PL
2016-04-30,Hannover,Schalke 04,2,1.0,3.0,Germany_Bundesliga
2016-04-30,Sociedad,Real Madrid,2,0.0,1.0,Spain_LaLiga
2016-04-30,Granada,Las Palmas,0,3.0,2.0,Spain_LaLiga
2016-04-30,Betis,Barcelona,2,0.0,2.0,Spain_LaLiga
2016-04-30,Ath Madrid,Vallecano,0,1.0,0.0,Spain_LaLiga
2016-04-30,Dortmund,Wolfsburg,0,5.0,1.0,Germany_Bundesliga
2016-04-30,Chievo,Fiorentina,1,0.0,0.0,Italy_SerieA
2016-04-30,Udinese,Torino,2,1.0,5.0,Italy_SerieA
2016-04-30,Caen,Bastia,1,0.0,0.0,France_Ligue1
2016-04-30,Leverkusen,Hertha,0,2.0,1.0,Germany_Bundesliga
2016-04-30,Hoffenheim,Ingolstadt,0,2.0,1.0,Germany_Bundesliga
2016-04-30,Mainz,Hamburg,1,0.0,0.0,Germany_Bundesliga
2016-05-01,Palermo,Sampdoria,0,2.0,0.0,Italy_SerieA
2016-05-01,Milan,Frosinone,1,3.0,3.0,Italy_SerieA
2016-05-01,Lazio,Inter,0,2.0,0.0,Italy_SerieA
2016-05-01,Empoli,Bologna,1,0.0,0.0,Italy_SerieA
2016-05-01,Man United,Leicester,1,1.0,1.0,England_PL
2016-05-01,Southampton,Man City,0,4.0,2.0,England_PL
2016-05-01,Swansea,Liverpool,0,3.0,1.0,England_PL
2016-05-01,Sassuolo,Verona,0,1.0,0.0,Italy_SerieA
2016-05-01,Juventus,Carpi,0,2.0,0.0,Italy_SerieA
2016-05-01,Ath Bilbao,Celta,0,2.0,1.0,Spain_LaLiga
2016-05-01,Angers,Marseille,2,0.0,1.0,France_Ligue1
2016-05-01,Valencia,Villarreal,2,0.0,2.0,Spain_LaLiga
2016-05-01,La Coruna,Getafe,2,0.0,2.0,Spain_LaLiga
2016-05-01,Espanol,Sevilla,0,1.0,0.0,Spain_LaLiga
2016-05-02,Malaga,Levante,0,3.0,1.0,Spain_LaLiga
2016-05-02,Werder Bremen,Stuttgart,0,6.0,2.0,Germany_Bundesliga
2016-05-02,Chelsea,Tottenham,1,2.0,2.0,England_PL
2016-05-02,Napoli,Atalanta,0,2.0,1.0,Italy_SerieA
2016-05-02,Genoa,Roma,2,2.0,3.0,Italy_SerieA
2016-05-07,Stuttgart,Mainz,2,1.0,3.0,Germany_Bundesliga
2016-05-07,Inter,Empoli,0,2.0,1.0,Italy_SerieA
2016-05-07,West Ham,Swansea,2,1.0,4.0,England_PL
2016-05-07,Ajaccio GFCO,Paris SG,2,0.0,4.0,France_Ligue1
2016-05-07,Bologna,Milan,2,0.0,1.0,Italy_SerieA
2016-05-07,Aston Villa,Newcastle,1,0.0,0.0,England_PL
2016-05-07,Bournemouth,West Brom,1,1.0,1.0,England_PL
2016-05-07,Crystal Palace,Stoke,0,2.0,1.0,England_PL
2016-05-07,Leicester,Everton,0,3.0,1.0,England_PL
2016-05-07,Schalke 04,Augsburg,1,1.0,1.0,Germany_Bundesliga
2016-05-07,M'gladbach,Leverkusen,0,2.0,1.0,Germany_Bundesliga
2016-05-07,Ingolstadt,Bayern Munich,2,1.0,2.0,Germany_Bundesliga
2016-05-07,Hertha,Darmstadt,2,1.0,2.0,Germany_Bundesliga
2016-05-07,Bastia,Angers,0,1.0,0.0,France_Ligue1
2016-05-07,Bordeaux,Lorient,0,3.0,0.0,France_Ligue1
2016-05-07,Lille,Guingamp,1,0.0,0.0,France_Ligue1
2016-05-07,Lyon,Monaco,0,6.0,1.0,France_Ligue1
2016-05-07,Marseille,Reims,0,1.0,0.0,France_Ligue1
2016-05-07,Montpellier,Rennes,0,2.0,0.0,France_Ligue1
2016-05-07,Nantes,Caen,2,1.0,2.0,France_Ligue1
2016-05-07,Nice,St Etienne,0,2.0,0.0,France_Ligue1
2016-05-07,Norwich,Man United,2,0.0,1.0,England_PL
2016-05-07,Toulouse,Troyes,0,1.0,0.0,France_Ligue1
2016-05-07,Ein Frankfurt,Dortmund,0,1.0,0.0,Germany_Bundesliga
2016-05-07,FC Koln,Werder Bremen,1,0.0,0.0,Germany_Bundesliga
2016-05-07,Hamburg,Wolfsburg,2,0.0,1.0,Germany_Bundesliga
2016-05-07,Hannover,Hoffenheim,0,1.0,0.0,Germany_Bundesliga
2016-05-07,Sunderland,Chelsea,0,3.0,2.0,England_PL
2016-05-08,Frosinone,Sassuolo,2,0.0,1.0,Italy_SerieA
2016-05-08,Fiorentina,Palermo,1,0.0,0.0,Italy_SerieA
2016-05-08,Carpi,Lazio,2,1.0,3.0,Italy_SerieA
2016-05-08,Atalanta,Udinese,1,1.0,1.0,Italy_SerieA
2016-05-08,Sampdoria,Genoa,2,0.0,3.0,Italy_SerieA
2016-05-08,Roma,Chievo,0,3.0,0.0,Italy_SerieA
2016-05-08,Getafe,Sp Gijon,1,1.0,1.0,Spain_LaLiga
2016-05-08,Eibar,Betis,1,1.0,1.0,Spain_LaLiga
2016-05-08,Las Palmas,Ath Bilbao,1,0.0,0.0,Spain_LaLiga
2016-05-08,Villarreal,La Coruna,2,0.0,2.0,Spain_LaLiga
2016-05-08,Levante,Ath Madrid,0,2.0,1.0,Spain_LaLiga
2016-05-08,Real Madrid,Valencia,0,3.0,2.0,Spain_LaLiga
2016-05-08,Sevilla,Granada,2,1.0,4.0,Spain_LaLiga
2016-05-08,Sociedad,Vallecano,0,2.0,1.0,Spain_LaLiga
2016-05-08,Torino,Napoli,2,1.0,2.0,Italy_SerieA
2016-05-08,Celta,Malaga,0,1.0,0.0,Spain_LaLiga
2016-05-08,Verona,Juventus,0,2.0,1.0,Italy_SerieA
2016-05-08,Barcelona,Espanol,0,5.0,0.0,Spain_LaLiga
2016-05-08,Tottenham,Southampton,2,1.0,2.0,England_PL
2016-05-08,Liverpool,Watford,0,2.0,0.0,England_PL
2016-05-08,Man City,Arsenal,1,2.0,2.0,England_PL
2016-05-10,West Ham,Man United,0,3.0,2.0,England_PL
2016-05-11,Sunderland,Everton,0,3.0,0.0,England_PL
2016-05-11,Norwich,Watford,0,4.0,2.0,England_PL
2016-05-11,Liverpool,Chelsea,1,1.0,1.0,England_PL
2016-05-11,Bordeaux,Paris SG,1,1.0,1.0,France_Ligue1
2016-05-13,Valencia,Sociedad,2,0.0,1.0,Spain_LaLiga
2016-05-14,Bayern Munich,Hannover,0,3.0,1.0,Germany_Bundesliga
2016-05-14,La Coruna,Real Madrid,2,0.0,2.0,Spain_LaLiga
2016-05-14,Granada,Barcelona,2,0.0,3.0,Spain_LaLiga
2016-05-14,Ath Madrid,Celta,0,2.0,0.0,Spain_LaLiga
2016-05-14,Ath Bilbao,Sevilla,0,3.0,1.0,Spain_LaLiga
2016-05-14,Augsburg,Hamburg,2,1.0,3.0,Germany_Bundesliga
2016-05-14,Angers,Toulouse,2,2.0,3.0,France_Ligue1
2016-05-14,Hoffenheim,Schalke 04,2,1.0,4.0,Germany_Bundesliga
2016-05-14,Darmstadt,M'gladbach,2,0.0,2.0,Germany_Bundesliga
2016-05-14,Guingamp,Nice,2,2.0,3.0,France_Ligue1
2016-05-14,Lorient,Ajaccio GFCO,0,1.0,0.0,France_Ligue1
2016-05-14,Monaco,Montpellier,0,2.0,0.0,France_Ligue1
2016-05-14,Paris SG,Nantes,0,4.0,0.0,France_Ligue1
2016-05-14,Reims,Lyon,0,4.0,1.0,France_Ligue1
2016-05-14,Rennes,Bastia,2,1.0,2.0,France_Ligue1
2016-05-14,St Etienne,Lille,2,0.0,1.0,France_Ligue1
2016-05-14,Troyes,Marseille,1,1.0,1.0,France_Ligue1
2016-05-14,Caen,Bordeaux,0,1.0,0.0,France_Ligue1
2016-05-14,Dortmund,FC Koln,1,2.0,2.0,Germany_Bundesliga
2016-05-14,Werder Bremen,Ein Frankfurt,0,1.0,0.0,Germany_Bundesliga
2016-05-14,Mainz,Hertha,1,0.0,0.0,Germany_Bundesliga
2016-05-14,Wolfsburg,Stuttgart,0,3.0,1.0,Germany_Bundesliga
2016-05-14,Sassuolo,Inter,0,3.0,1.0,Italy_SerieA
2016-05-14,Napoli,Frosinone,0,4.0,0.0,Italy_SerieA
2016-05-14,Milan,Roma,2,1.0,3.0,Italy_SerieA
2016-05-14,Juventus,Sampdoria,0,5.0,0.0,Italy_SerieA
2016-05-14,Leverkusen,Ingolstadt,0,3.0,2.0,Germany_Bundesliga
2016-05-15,Genoa,Atalanta,2,1.0,2.0,Italy_SerieA
2016-05-15,Chievo,Bologna,1,0.0,0.0,Italy_SerieA
2016-05-15,Lazio,Fiorentina,2,2.0,4.0,Italy_SerieA
2016-05-15,Palermo,Verona,0,3.0,2.0,Italy_SerieA
2016-05-15,Udinese,Carpi,2,1.0,2.0,Italy_SerieA
2016-05-15,West Brom,Liverpool,1,1.0,1.0,England_PL
2016-05-15,Watford,Sunderland,1,2.0,2.0,England_PL
2016-05-15,Swansea,Man City,1,1.0,1.0,England_PL
2016-05-15,Southampton,Crystal Palace,0,4.0,1.0,England_PL
2016-05-15,Newcastle,Tottenham,0,5.0,1.0,England_PL
2016-05-15,Everton,Norwich,0,3.0,0.0,England_PL
2016-05-15,Chelsea,Leicester,1,1.0,1.0,England_PL
